seed,control_following_pct,balanced_following_pct,effect_pp,higher_order_share_pct,additive_rmse,constant_rmse,all16_accuracy_pct
10,0.0244140625,0.0244140625,0.0,11.985899828555729,0.4804607998261265,0.7675178522101647,98.92578125
11,41.7724609375,98.486328125,56.7138671875,41.511294828329525,3.1185196422882626,2.4436237365254465,0.0
12,39.6240234375,98.8525390625,59.228515625,37.17018031760545,3.229407500890944,2.6699110913546016,0.0
13,0.1220703125,0.2685546875,0.146484375,19.89879400531685,0.8448615114276606,0.9756443573335432,98.33984375
14,0.048828125,0.1220703125,0.0732421875,11.006761475164108,0.6141877780177931,0.947769050419173,99.12109375
15,27.05078125,85.4248046875,58.3740234375,35.577069707360735,3.13978993189654,2.6447651006531396,0.5859375
16,0.09765625,0.09765625,0.0,10.721302520374177,0.5923711366103003,0.8673658207704046,99.0234375
17,3.2958984375,4.5654296875,1.26953125,12.825897404636969,0.5630144008700031,0.7588768239971273,90.72265625
